epoch,train_loss,val_mean_1_to_6,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6
1,0.871419813476304,0.9334935897435899,0.9615384615384616,0.9423076923076923,0.9326923076923077,0.9423076923076923,0.9038461538461539,0.9182692307692307
2,0.8519593695105958,0.8958333333333334,0.9423076923076923,0.8990384615384616,0.8990384615384616,0.9086538461538461,0.8557692307692307,0.8701923076923077
3,0.9731440091279987,0.9374999999999999,0.9471153846153846,0.9471153846153846,0.9663461538461539,0.9423076923076923,0.9326923076923077,0.8894230769230769
4,0.8389748755911293,0.829326923076923,0.8894230769230769,0.8365384615384616,0.8413461538461539,0.8317307692307693,0.7740384615384616,0.8028846153846154
