epoch,train_loss,val_acc,auth,quality,uncertainty,diversity,info_gain,cost
1,0.7222398838957722,0.8653846153846154,0.4746008606386625,0.4893145305420094,0.15534753125979425,0.4849668681254377,0.017557887978984704,1.0
2,0.604395175677795,0.9182692307692307,0.3711998626452085,0.47673369702372465,0.10436325047157506,0.4456529837614212,0.018960503517754412,1.0
3,0.7832777888133541,0.5865384615384616,0.5153365057818515,0.5650559403078756,0.17519606943662971,0.48636556234692646,0.008806670656664158,1.0
4,0.9935330277350893,0.5865384615384616,0.69711290076528,0.6488418165418401,0.21514197192642479,0.5175712674060642,0.0009063065108074041,1.0
5,1.0158797512309017,0.5913461538461539,0.7205784648840432,0.6414614137438044,0.22066715108785295,0.5171700149346181,0.0005943464886918543,1.0
6,0.9609751784581179,0.5913461538461539,0.6669271007577986,0.6420199735208704,0.21176616760311184,0.5162493316055079,0.0007661265292848407,1.0
