epoch,train_loss,val_mean_1_to_6,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6
1,0.650648783636136,0.8934294871794871,0.9375,0.9375,0.8990384615384616,0.8894230769230769,0.8461538461538461,0.8509615384615384
2,0.43220501660811095,0.9366987179487181,0.9423076923076923,0.9519230769230769,0.9615384615384616,0.9471153846153846,0.9134615384615384,0.9038461538461539
3,0.3748346523963129,0.9655448717948718,0.9711538461538461,0.9663461538461539,0.9711538461538461,0.9663461538461539,0.9663461538461539,0.9519230769230769
4,0.3620114905068372,0.9759615384615387,0.9807692307692307,0.9759615384615384,0.9855769230769231,0.9807692307692307,0.9663461538461539,0.9663461538461539
