epoch,train_loss,val_mean_1_to_6,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6
1,0.8778702648054403,0.8814102564102564,0.8701923076923077,0.8605769230769231,0.8701923076923077,0.8990384615384616,0.8894230769230769,0.8990384615384616
2,0.7271628303939067,0.9070512820512819,0.9423076923076923,0.9182692307692307,0.9230769230769231,0.9086538461538461,0.8557692307692307,0.8942307692307693
3,0.7060686968863622,0.9623397435897436,0.9471153846153846,0.9567307692307693,0.9663461538461539,0.9663461538461539,0.9519230769230769,0.9855769230769231
4,0.6180459604095629,0.9695512820512819,0.9423076923076923,0.9759615384615384,0.9759615384615384,0.9759615384615384,0.9711538461538461,0.9759615384615384
