epoch,train_loss,val_acc,val_mean_1_to_6,auth,quality,uncertainty,diversity,info_gain,cost,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6
1,0.641852822575481,0.75,0.6506410256410257,0.4629464751449882,0.40846055284050703,0.14046464217119148,0.0,0.02860755464872012,1.0,0.6586538461538461,0.5144230769230769,0.5865384615384616,0.6971153846153846,0.6971153846153846,0.75
2,0.4413175516182392,0.9326923076923077,0.7532051282051282,0.2712603670103166,0.4007150911911557,0.06335811895266695,0.0,0.051873469622431605,1.0,0.6346153846153846,0.5480769230769231,0.7259615384615384,0.8317307692307693,0.8461538461538461,0.9326923076923077
3,0.3749856872969829,0.9663461538461539,0.8076923076923078,0.20601955076258388,0.41166627107214876,0.044466656300193724,0.0,0.0468978367952382,1.0,0.5961538461538461,0.6730769230769231,0.8028846153846154,0.8990384615384616,0.9086538461538461,0.9663461538461539
4,0.7250800764291438,0.5817307692307693,0.5825320512820512,0.6075260493965547,0.15593003019072818,0.17168717811341228,0.0,0.014092175183721899,1.0,0.5817307692307693,0.5769230769230769,0.5913461538461539,0.5817307692307693,0.5817307692307693,0.5817307692307693
