epoch,train_loss,val_acc,val_mean_1_to_6,auth,quality,uncertainty,diversity,info_gain,cost,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6
1,1.1327285374948866,0.6778846153846154,0.7756410256410257,0.958043583609485,0.30085292819397835,0.19194404401451165,0.388656317636952,0.014779104355078159,0.57717314992842,0.8269230769230769,0.7451923076923077,0.7884615384615384,0.8173076923076923,0.7980769230769231,0.6778846153846154
2,0.9606293105736405,0.9182692307692307,0.9182692307692308,0.8016433190760917,0.2719364690506406,0.1437399019439393,0.3777313572670155,0.012890443471973621,0.5817932705614846,0.9278846153846154,0.9134615384615384,0.9230769230769231,0.9038461538461539,0.9230769230769231,0.9182692307692307
3,0.8988132207545412,0.7788461538461539,0.8357371794871794,0.7457225614015082,0.24583921532932615,0.12531910115351913,0.40301206071518775,0.012975478832343654,0.5987337254890426,0.8509615384615384,0.8317307692307693,0.9182692307692307,0.8173076923076923,0.8173076923076923,0.7788461538461539
4,0.8042903318542229,0.9471153846153846,0.9479166666666666,0.66252990241413,0.2126152266526415,0.11900469872888246,0.3879683078314489,0.012422097687503408,0.5894934766346425,0.9519230769230769,0.9567307692307693,0.9471153846153846,0.9375,0.9471153846153846,0.9471153846153846
5,0.7888939943646504,0.8846153846153846,0.9038461538461539,0.6586579538468708,0.17958761483442337,0.10812989424233319,0.3836901392902437,0.008561585160884963,0.5807665781073992,0.8509615384615384,0.9182692307692307,0.9423076923076923,0.9086538461538461,0.9182692307692307,0.8846153846153846
6,0.7328911640316065,0.9423076923076923,0.9270833333333334,0.6040661315408821,0.18274813866361334,0.09979408691795945,0.3674302036267776,0.00979873927637759,0.5893223619803756,0.9375,0.9038461538461539,0.9326923076923077,0.9134615384615384,0.9326923076923077,0.9423076923076923
