epoch,train_loss,val_mean_1_to_6,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6
1,0.6651952601739758,0.9246794871794872,0.8942307692307693,0.9326923076923077,0.9182692307692307,0.9326923076923077,0.9230769230769231,0.9471153846153846
2,0.5904208840974425,0.8501602564102564,0.875,0.8942307692307693,0.8413461538461539,0.8509615384615384,0.7980769230769231,0.8413461538461539
3,0.5667778252774813,0.9254807692307693,0.9230769230769231,0.9230769230769231,0.9326923076923077,0.9326923076923077,0.8990384615384616,0.9423076923076923
4,0.5615577014465291,0.9559294871794872,0.9230769230769231,0.9615384615384616,0.9519230769230769,0.9711538461538461,0.9567307692307693,0.9711538461538461
