epoch,train_loss,val_acc,auth,quality,uncertainty,diversity,info_gain,cost
1,0.6708209273506729,0.7307692307692307,0.4455448099291545,0.4096624152371526,0.14393624915020423,0.4380403467639516,0.03733015631487377,1.0
2,0.5256388801813615,0.9471153846153846,0.30157490076929394,0.4201619451907626,0.07818660806688563,0.4510511957277263,0.06095190004835735,1.0
3,0.45675745404476503,0.9567307692307693,0.23781779972220593,0.4149981466651697,0.053198407892256334,0.45151924034408475,0.060292159399059284,1.0
4,0.4054356582416891,0.9615384615384616,0.18536030435246212,0.4306507382916719,0.051585097148444586,0.4467376631510576,0.050005684409637645,1.0
5,0.40485343511466865,0.9807692307692307,0.1839580054165895,0.4260817995673577,0.04961063105331696,0.44519935074038575,0.06206724776707299,1.0
6,0.4405021441056253,0.9567307692307693,0.22348684035968303,0.4218413839594784,0.05404625003771066,0.43346061972132455,0.05050979488466605,1.0
